Element Number,Radius,Flow Rate,Inlet Pressure,Outlet Pressure,order
73.0,1.8,4144.8,6844.37261,6844.172616,10.0
74.0,1.8,4144.8,6844.172616,6843.889754,10.0
75.0,1.8,4144.8,6843.889754,6843.606892,10.0
76.0,1.8,4144.8,6843.606892,6843.358981,10.0
77.0,1.8,4144.8,6843.358981,6843.158988,10.0
78.0,1.8,4144.8,6843.158988,6842.876135,10.0
79.0,1.8,4144.8,6842.876135,6842.593284,10.0
80.0,1.8,4144.8,6842.593284,6842.310432,10.0
81.0,1.8,4144.8,6842.310432,6842.110439,10.0
82.0,1.8,4144.8,6842.110439,6841.910445,10.0
83.0,1.8,4144.8,6841.910445,6841.627594,10.0
84.0,1.8,4144.8,6841.627594,6841.427601,10.0
85.0,1.8,4144.8,6841.427601,6841.227607,10.0
86.0,1.8,4144.8,6841.227607,6840.944756,10.0
87.0,1.8,4144.8,6840.944756,6840.661905,10.0
88.0,1.8,4144.8,6840.661905,6840.461912,10.0
89.0,1.8,4144.8,6840.461912,6840.179061,10.0
90.0,1.8,4144.8,6840.179061,6839.979068,10.0
91.0,1.8,4144.8,6839.979068,6839.779075,10.0
92.0,1.8,4144.8,6839.779075,6839.496224,10.0
93.0,1.8,4144.8,6839.496224,6839.296231,10.0
94.0,1.8,4144.8,6839.296231,6839.096238,10.0
95.0,1.8,4144.8,6839.096238,6838.896244,10.0
96.0,1.8,4144.8,6838.896244,6838.613394,10.0
97.0,1.8,4144.8,6838.613394,6838.413401,10.0
98.0,1.8,4144.8,6838.413401,6838.213408,10.0
99.0,1.8,4144.8,6838.213408,6837.930557,10.0
100.0,1.8,4144.8,6837.930557,6837.730564,10.0
101.0,1.8,4144.8,6837.730564,6837.530571,10.0
102.0,1.8,4144.8,6837.530571,6837.330578,10.0
103.0,1.8,4144.8,6837.330578,6837.130584,10.0
104.0,1.8,4144.8,6837.130584,6836.847734,10.0
105.0,1.8,4144.8,6836.847734,6836.647741,10.0
106.0,1.8,4144.8,6836.647741,6836.447748,10.0
108.0,1.8,4060.1,6836.447748,6836.170676,10.0
127.0,1.8,4060.1,6836.170676,6835.974769,10.0
128.0,1.8,4060.1,6835.974769,6835.778861,10.0
129.0,1.8,4060.1,6835.778861,6835.582954,10.0
130.0,1.8,4060.1,6835.582954,6835.387046,10.0
131.0,1.8,4060.1,6835.387046,6835.109975,10.0
132.0,1.8,4060.1,6835.109975,6834.914067,10.0
133.0,1.8,4060.1,6834.914067,6834.718159,10.0
134.0,1.8,4058.4,6834.718159,6834.522337,10.0
135.0,1.8,4058.4,6834.522337,6834.326515,10.0
136.0,1.8,4058.4,6834.326515,6834.130692,10.0
137.0,1.8,4058.4,6834.130692,6833.853742,10.0
138.0,1.8,4058.4,6833.853742,6833.576791,10.0
139.0,1.8,4058.4,6833.576791,6833.380968,10.0
141.0,1.8,4058.1,6833.380968,6833.185159,10.0
323.0,1.8,4058.1,6833.185159,6832.908227,10.0
324.0,1.8,4058.1,6832.908227,6832.712418,10.0
325.0,1.8,4058.1,6832.712418,6832.516609,10.0
326.0,1.8,4058.1,6832.516609,6832.239678,10.0
327.0,1.8,4058.1,6832.239678,6831.962746,10.0
328.0,1.8,4058.1,6831.962746,6831.766937,10.0
329.0,1.8,4058.1,6831.766937,6831.490005,10.0
330.0,1.8,4058.1,6831.490005,6831.213074,10.0
331.0,1.8,4058.1,6831.213074,6831.017265,10.0
332.0,1.8,4058.1,6831.017265,6830.740334,10.0
333.0,1.8,4058.1,6830.740334,6830.463403,10.0
334.0,1.8,4058.1,6830.463403,6830.186472,10.0
335.0,1.8,4058.1,6830.186472,6829.990663,10.0
336.0,1.8,4058.1,6829.990663,6829.794854,10.0
337.0,1.8,4058.1,6829.794854,6829.517924,10.0
338.0,1.8,4058.1,6829.517924,6829.240993,10.0
339.0,1.8,4058.1,6829.240993,6828.964063,10.0
340.0,1.8,4058.1,6828.964063,6828.687133,10.0
341.0,1.8,4058.1,6828.687133,6828.410204,10.0
342.0,1.8,4058.1,6828.410204,6828.214395,10.0
343.0,1.8,4058.1,6828.214395,6827.937465,10.0
344.0,1.8,4058.1,6827.937465,6827.660536,10.0
345.0,1.8,4058.1,6827.660536,6827.383606,10.0
346.0,1.8,4058.1,6827.383606,6827.187797,10.0
347.0,1.8,4058.1,6827.187797,6826.991988,10.0
348.0,1.8,4058.1,6826.991988,6826.715059,10.0
349.0,1.8,4058.1,6826.715059,6826.43813,10.0
350.0,1.8,4058.1,6826.43813,6826.161202,10.0
351.0,1.8,4058.1,6826.161202,6825.884273,10.0
352.0,1.8,4058.1,6825.884273,6825.607345,10.0
353.0,1.8,4058.1,6825.607345,6825.411536,10.0
354.0,1.8,4058.1,6825.411536,6825.134608,10.0
355.0,1.8,4058.1,6825.134608,6824.85768,10.0
356.0,1.8,4058.1,6824.85768,6824.580752,10.0
357.0,1.8,4058.1,6824.580752,6824.384943,10.0
358.0,1.8,4058.1,6824.384943,6824.108015,10.0
359.0,1.8,4058.1,6824.108015,6823.831088,10.0
360.0,1.8,4058.1,6823.831088,6823.55416,10.0
361.0,1.8,4058.1,6823.55416,6823.358351,10.0
362.0,1.8,4058.1,6823.358351,6823.081424,10.0
363.0,1.8,4058.1,6823.081424,6822.804497,10.0
364.0,1.8,4058.1,6822.804497,6822.52757,10.0
365.0,1.8,4058.1,6822.52757,6822.250644,10.0
366.0,1.8,4058.1,6822.250644,6821.973717,10.0
367.0,1.8,4058.1,6821.973717,6821.777893,10.0
368.0,1.8,4058.1,6821.777893,6821.500967,10.0
369.0,1.8,4058.1,6821.500967,6821.224041,10.0
370.0,1.8,4058.1,6821.224041,6820.947115,10.0
371.0,1.8,4058.1,6820.947115,6820.751306,10.0
372.0,1.8,4058.1,6820.751306,6820.47438,10.0
373.0,1.8,4058.1,6820.47438,6820.197455,10.0
374.0,1.8,4058.1,6820.197455,6820.001646,10.0
375.0,1.8,4051.8,6820.001646,6819.806139,10.0
376.0,1.8,4051.8,6819.806139,6819.529641,10.0
377.0,1.8,4051.8,6819.529641,6819.253143,10.0
378.0,1.8,4051.8,6819.253143,6819.057637,10.0
379.0,1.8,4051.8,6819.057637,6818.86213,10.0
380.0,1.8,4051.8,6818.86213,6818.585632,10.0
381.0,1.8,4051.8,6818.585632,6818.309135,10.0
382.0,1.8,4051.8,6818.309135,6818.032638,10.0
383.0,1.8,4051.8,6818.032638,6817.75614,10.0
384.0,1.8,4051.8,6817.75614,6817.479643,10.0
385.0,1.8,4051.8,6817.479643,6817.203146,10.0
386.0,1.8,4051.8,6817.203146,6816.92665,10.0
387.0,1.8,4051.8,6816.92665,6816.650153,10.0
388.0,1.8,4051.8,6816.650153,6816.373657,10.0
389.0,1.8,4051.8,6816.373657,6816.09716,10.0
390.0,1.8,4051.8,6816.09716,6815.820664,10.0
391.0,1.8,4051.8,6815.820664,6815.625157,10.0
392.0,1.8,4051.8,6815.625157,6815.429651,10.0
393.0,1.8,4051.8,6815.429651,6815.234144,10.0
394.0,1.8,4051.8,6815.234144,6814.957648,10.0
395.0,1.8,4051.8,6814.957648,6814.681152,10.0
396.0,1.8,4051.8,6814.681152,6814.485645,10.0
397.0,1.8,4051.8,6814.485645,6814.290138,10.0
398.0,1.8,4051.8,6814.290138,6814.013643,10.0
399.0,1.8,4051.8,6814.013643,6813.737147,10.0
400.0,1.8,4051.8,6813.737147,6813.460651,10.0
401.0,1.8,4051.8,6813.460651,6813.184156,10.0
402.0,1.8,4051.8,6813.184156,6812.907661,10.0
403.0,1.8,4051.8,6812.907661,6812.712154,10.0
404.0,1.8,4051.8,6812.712154,6812.435659,10.0
405.0,1.8,4051.8,6812.435659,6812.240152,10.0
406.0,1.8,4051.8,6812.240152,6812.044645,10.0
407.0,1.8,4051.8,6812.044645,6811.849139,10.0
408.0,1.8,4051.8,6811.849139,6811.653632,10.0
409.0,1.8,4051.8,6811.653632,6811.458125,10.0
410.0,1.8,4051.8,6811.458125,6811.262619,10.0
411.0,1.8,4051.8,6811.262619,6811.067112,10.0
412.0,1.8,4051.8,6811.067112,6810.871605,10.0
413.0,1.8,4051.8,6810.871605,6810.676098,10.0
414.0,1.8,4051.8,6810.676098,6810.399603,10.0
415.0,1.8,4051.8,6810.399603,6810.204097,10.0
416.0,1.8,4051.8,6810.204097,6810.00859,10.0
417.0,1.8,4051.8,6810.00859,6809.813083,10.0
418.0,1.8,4051.8,6809.813083,6809.617576,10.0
419.0,1.8,4051.8,6809.617576,6809.341082,10.0
420.0,1.8,4051.8,6809.341082,6809.145575,10.0
421.0,1.8,4051.8,6809.145575,6808.950068,10.0
422.0,1.8,4051.8,6808.950068,6808.673573,10.0
423.0,1.8,4051.8,6808.673573,6808.397079,10.0
424.0,1.8,4051.8,6808.397079,6808.201572,10.0
425.0,1.8,4051.8,6808.201572,6808.006065,10.0
427.0,1.8,3421.2,6808.006065,6807.840981,10.0
530.0,1.8,3421.2,6807.840981,6807.675897,10.0
531.0,1.8,3421.2,6807.675897,6807.510813,10.0
532.0,1.8,3421.2,6807.510813,6807.345729,10.0
533.0,1.8,3421.2,6807.345729,6807.11227,10.0
534.0,1.8,3421.2,6807.11227,6806.947186,10.0
535.0,1.8,3421.2,6806.947186,6806.782102,10.0
536.0,1.8,3421.2,6806.782102,6806.617019,10.0
537.0,1.8,3421.2,6806.617019,6806.451936,10.0
538.0,1.8,3421.2,6806.451936,6806.218477,10.0
539.0,1.8,3421.2,6806.218477,6806.053394,10.0
540.0,1.8,3421.2,6806.053394,6805.888312,10.0
541.0,1.8,3421.2,6805.888312,6805.723229,10.0
542.0,1.8,3421.2,6805.723229,6805.558146,10.0
543.0,1.8,3421.2,6805.558146,6805.393064,10.0
544.0,1.8,3421.2,6805.393064,6805.227981,10.0
545.0,1.8,3421.2,6805.227981,6805.062899,10.0
546.0,1.8,3421.2,6805.062899,6804.897817,10.0
547.0,1.8,3421.2,6804.897817,6804.732735,10.0
548.0,1.8,3421.2,6804.732735,6804.567653,10.0
549.0,1.8,3421.2,6804.567653,6804.402571,10.0
550.0,1.8,3421.2,6804.402571,6804.23749,10.0
551.0,1.8,3421.2,6804.23749,6804.004032,10.0
552.0,1.8,3421.2,6804.004032,6803.838951,10.0
553.0,1.8,3421.2,6803.838951,6803.67387,10.0
554.0,1.8,3421.2,6803.67387,6803.508788,10.0
555.0,1.8,3421.2,6803.508788,6803.343707,10.0
556.0,1.8,3421.2,6803.343707,6803.178626,10.0
557.0,1.8,3421.2,6803.178626,6803.013545,10.0
558.0,1.8,3421.2,6803.013545,6802.848465,10.0
559.0,1.8,3421.2,6802.848465,6802.683384,10.0
560.0,1.8,3421.2,6802.683384,6802.518303,10.0
561.0,1.8,3421.2,6802.518303,6802.353223,10.0
562.0,1.8,3421.2,6802.353223,6802.188142,10.0
563.0,1.8,3394.5,6802.188142,6802.024348,10.0
564.0,1.8,3394.5,6802.024348,6801.860554,10.0
565.0,1.8,3394.5,6801.860554,6801.628916,10.0
566.0,1.8,3394.5,6801.628916,6801.465122,10.0
567.0,1.8,3394.5,6801.465122,6801.301328,10.0
568.0,1.8,3394.5,6801.301328,6801.137534,10.0
569.0,1.8,3394.5,6801.137534,6800.97374,10.0
570.0,1.8,3394.5,6800.97374,6800.742103,10.0
571.0,1.8,3394.5,6800.742103,6800.578309,10.0
572.0,1.8,3394.5,6800.578309,6800.414515,10.0
573.0,1.8,3394.5,6800.414515,6800.250722,10.0
574.0,1.8,3394.5,6800.250722,6800.086928,10.0
575.0,1.8,3394.5,6800.086928,6799.923135,10.0
576.0,1.8,3394.5,6799.923135,6799.691498,10.0
577.0,1.8,3394.5,6799.691498,6799.527705,10.0
578.0,1.8,3394.5,6799.527705,6799.363912,10.0
579.0,1.8,3394.5,6799.363912,6799.200118,10.0
580.0,1.8,3394.5,6799.200118,6799.036325,10.0
581.0,1.8,3394.5,6799.036325,6798.804689,10.0
582.0,1.8,3394.5,6798.804689,6798.640896,10.0
583.0,1.8,3394.5,6798.640896,6798.477103,10.0
584.0,1.8,3394.5,6798.477103,6798.31331,10.0
585.0,1.8,3394.5,6798.31331,6798.149518,10.0
586.0,1.8,3394.5,6798.149518,6797.985725,10.0
587.0,1.8,3394.5,6797.985725,6797.754089,10.0
588.0,1.8,3394.5,6797.754089,6797.590296,10.0
589.0,1.8,3394.5,6797.590296,6797.426504,10.0
590.0,1.8,3394.5,6797.426504,6797.262711,10.0
591.0,1.8,3394.5,6797.262711,6797.098919,10.0
592.0,1.8,3394.5,6797.098919,6796.935127,10.0
593.0,1.8,3394.5,6796.935127,6796.771335,10.0
594.0,1.8,3394.5,6796.771335,6796.607543,10.0
595.0,1.8,2360.4,6796.607543,6796.493649,10.0
596.0,1.3043,1034.1,6796.607543,6796.351619,9.0
892.0,1.8,2360.4,6796.493649,6796.332578,10.0
893.0,1.8,2360.4,6796.332578,6796.171508,10.0
894.0,1.8,2360.4,6796.171508,6796.010438,10.0
895.0,1.8,2360.4,6796.010438,6795.849367,10.0
896.0,1.8,2360.4,6795.849367,6795.735473,10.0
897.0,1.8,2360.4,6795.735473,6795.574403,10.0
898.0,1.8,2360.4,6795.574403,6795.460509,10.0
899.0,1.8,2360.4,6795.460509,6795.346615,10.0
900.0,1.8,2360.4,6795.346615,6795.232722,10.0
901.0,1.8,2360.4,6795.232722,6795.071651,10.0
902.0,1.8,2360.4,6795.071651,6794.957758,10.0
903.0,1.8,2360.4,6794.957758,6794.843864,10.0
904.0,1.8,2360.4,6794.843864,6794.72997,10.0
905.0,1.8,2360.4,6794.72997,6794.616076,10.0
906.0,1.8,2360.4,6794.616076,6794.455006,10.0
907.0,1.8,2360.4,6794.455006,6794.341112,10.0
908.0,1.8,2360.4,6794.341112,6794.180042,10.0
909.0,1.8,2360.4,6794.180042,6794.066148,10.0
910.0,1.8,2360.4,6794.066148,6793.905078,10.0
911.0,1.8,2360.4,6793.905078,6793.791184,10.0
912.0,1.8,2360.4,6793.791184,6793.630114,10.0
913.0,1.8,2360.4,6793.630114,6793.51622,10.0
914.0,1.8,2360.4,6793.51622,6793.402326,10.0
915.0,1.8,2360.4,6793.402326,6793.241256,10.0
916.0,1.8,2360.4,6793.241256,6793.127362,10.0
917.0,1.8,2360.4,6793.127362,6792.966292,10.0
918.0,1.8,2360.4,6792.966292,6792.852398,10.0
919.0,1.8,2360.4,6792.852398,6792.738505,10.0
920.0,1.8,2360.4,6792.738505,6792.624611,10.0
921.0,1.8,2360.4,6792.624611,6792.510717,10.0
922.0,1.8,2360.4,6792.510717,6792.349647,10.0
923.0,1.8,2360.4,6792.349647,6792.235753,10.0
924.0,1.8,2360.4,6792.235753,6792.074683,10.0
925.0,1.8,2360.4,6792.074683,6791.913613,10.0
926.0,1.8,2360.4,6791.913613,6791.799719,10.0
927.0,1.8,2360.4,6791.799719,6791.685825,10.0
928.0,1.8,2360.4,6791.685825,6791.524755,10.0
929.0,1.8,2360.4,6791.524755,6791.363685,10.0
930.0,1.8,2360.4,6791.363685,6791.249791,10.0
931.0,1.8,2360.4,6791.249791,6791.135898,10.0
932.0,1.8,2360.4,6791.135898,6790.974827,10.0
933.0,1.8,2360.4,6790.974827,6790.860934,10.0
934.0,1.8,2360.4,6790.860934,6790.699863,10.0
935.0,1.8,2360.4,6790.699863,6790.58597,10.0
936.0,1.8,2360.4,6790.58597,6790.472076,10.0
937.0,1.8,2360.4,6790.472076,6790.358182,10.0
938.0,1.8,2360.4,6790.358182,6790.197112,10.0
939.0,1.8,2360.4,6790.197112,6790.083218,10.0
940.0,1.8,2360.4,6790.083218,6789.969325,10.0
941.0,1.8,2360.4,6789.969325,6789.855431,10.0
942.0,1.8,2360.4,6789.855431,6789.694361,10.0
943.0,1.8,2360.4,6789.694361,6789.580467,10.0
944.0,1.8,2360.4,6789.580467,6789.466573,10.0
945.0,1.8,2360.4,6789.466573,6789.305503,10.0
946.0,1.8,2360.4,6789.305503,6789.191609,10.0
947.0,1.8,2360.4,6789.191609,6789.030539,10.0
948.0,1.8,2360.4,6789.030539,6788.916646,10.0
949.0,1.8,2360.4,6788.916646,6788.802752,10.0
950.0,1.8,2360.4,6788.802752,6788.688858,10.0
951.0,1.8,2360.4,6788.688858,6788.574964,10.0
952.0,1.8,2360.4,6788.574964,6788.413894,10.0
953.0,1.8,2360.4,6788.413894,6788.300001,10.0
954.0,1.8,2360.4,6788.300001,6788.186107,10.0
955.0,1.8,2360.4,6788.186107,6788.072213,10.0
956.0,1.8,2360.4,6788.072213,6787.958319,10.0
957.0,1.8,2360.4,6787.958319,6787.844426,10.0
958.0,1.8,2360.4,6787.844426,6787.730532,10.0
959.0,1.8,2360.4,6787.730532,6787.616638,10.0
960.0,1.8,2360.4,6787.616638,6787.502745,10.0
961.0,1.8,2360.4,6787.502745,6787.341674,10.0
962.0,1.8,2360.4,6787.341674,6787.227781,10.0
963.0,1.8,2360.4,6787.227781,6787.113887,10.0
964.0,1.8,2360.4,6787.113887,6786.999993,10.0
965.0,1.8,2360.4,6786.999993,6786.8861,10.0
966.0,1.8,2360.4,6786.8861,6786.772206,10.0
967.0,1.8,2360.4,6786.772206,6786.658312,10.0
968.0,1.8,2360.4,6786.658312,6786.544418,10.0
969.0,1.8,2360.4,6786.544418,6786.430525,10.0
970.0,1.8,2360.4,6786.430525,6786.269455,10.0
971.0,1.8,2360.4,6786.269455,6786.155561,10.0
972.0,1.8,2360.4,6786.155561,6785.994491,10.0
973.0,1.8,2360.4,6785.994491,6785.880597,10.0
974.0,1.8,2360.4,6785.880597,6785.766703,10.0
975.0,1.8,2360.4,6785.766703,6785.65281,10.0
976.0,1.8,2360.4,6785.65281,6785.49174,10.0
977.0,1.8,2360.4,6785.49174,6785.377846,10.0
978.0,1.8,2360.4,6785.377846,6785.263952,10.0
979.0,1.8,2360.4,6785.263952,6785.150058,10.0
980.0,1.8,2360.4,6785.150058,6785.036165,10.0
981.0,1.8,2360.4,6785.036165,6784.922271,10.0
982.0,1.8,2360.4,6784.922271,6784.761201,10.0
983.0,1.8,2360.4,6784.761201,6784.647307,10.0
984.0,1.8,2360.4,6784.647307,6784.533413,10.0
985.0,1.8,2360.4,6784.533413,6784.41952,10.0
986.0,1.8,2360.4,6784.41952,6784.305626,10.0
987.0,1.8,2360.4,6784.305626,6784.144556,10.0
988.0,1.8,2360.4,6784.144556,6784.030662,10.0
989.0,1.8,2360.4,6784.030662,6783.916768,10.0
990.0,1.8,2360.4,6783.916768,6783.802875,10.0
991.0,1.8,2360.4,6783.802875,6783.688981,10.0
992.0,1.8,2360.4,6783.688981,6783.527911,10.0
993.0,1.8,2360.4,6783.527911,6783.414017,10.0
994.0,1.8,2360.4,6783.414017,6783.300124,10.0
995.0,1.8,2360.4,6783.300124,6783.139053,10.0
996.0,1.8,2360.4,6783.139053,6783.02516,10.0
997.0,1.8,2360.4,6783.02516,6782.911266,10.0
998.0,1.8,2360.4,6782.911266,6782.797372,10.0
999.0,1.8,2360.4,6782.797372,6782.683479,10.0
1000.0,1.8,2360.4,6782.683479,6782.569585,10.0
1001.0,1.8,2360.4,6782.569585,6782.455691,10.0
1002.0,1.8,2360.4,6782.455691,6782.341797,10.0
1003.0,1.8,2360.4,6782.341797,6782.227904,10.0
1004.0,1.8,2360.4,6782.227904,6782.11401,10.0
1005.0,1.8,2360.4,6782.11401,6782.000116,10.0
1006.0,1.8,2360.4,6782.000116,6781.886223,10.0
1007.0,1.8,2360.4,6781.886223,6781.725152,10.0
1008.0,1.8,2360.4,6781.725152,6781.611259,10.0
1009.0,1.8,2360.4,6781.611259,6781.497365,10.0
1010.0,1.8,2360.4,6781.497365,6781.383471,10.0
1011.0,1.8,2360.4,6781.383471,6781.269578,10.0
1012.0,1.8,2360.4,6781.269578,6781.155684,10.0
1013.0,1.8,2360.4,6781.155684,6781.04179,10.0
1014.0,1.8,2360.4,6781.04179,6780.927896,10.0
1015.0,1.8,2360.4,6780.927896,6780.814003,10.0
1016.0,1.8,2360.4,6780.814003,6780.700109,10.0
1017.0,1.8,2330.3,6780.700109,6780.587667,10.0
1018.0,1.8,2330.3,6780.587667,6780.475225,10.0
1019.0,1.8,2330.3,6780.475225,6780.362784,10.0
1020.0,1.8,2330.3,6780.362784,6780.250342,10.0
1021.0,1.8,2330.3,6780.250342,6780.1379,10.0
1022.0,1.8,2330.3,6780.1379,6780.025458,10.0
1023.0,1.8,2330.3,6780.025458,6779.913016,10.0
1024.0,1.8,2330.3,6779.913016,6779.800574,10.0
1025.0,1.8,2330.3,6779.800574,6779.688133,10.0
1026.0,1.8,2330.3,6779.688133,6779.575691,10.0
1027.0,1.8,2330.3,6779.575691,6779.463249,10.0
1028.0,1.8,2330.3,6779.463249,6779.350807,10.0
1029.0,1.8,2330.3,6779.350807,6779.238365,10.0
1030.0,1.8,2330.3,6779.238365,6779.125923,10.0
1031.0,1.8,2330.3,6779.125923,6778.966907,10.0
1032.0,1.8,2330.3,6778.966907,6778.854465,10.0
1033.0,1.8,2330.3,6778.854465,6778.742023,10.0
1034.0,1.8,2330.3,6778.742023,6778.629581,10.0
1035.0,1.8,2330.3,6778.629581,6778.517139,10.0
1036.0,1.8,2330.3,6778.517139,6778.404698,10.0
1037.0,1.8,2330.3,6778.404698,6778.292256,10.0
1038.0,1.8,2330.3,6778.292256,6778.179814,10.0
1039.0,1.8,2330.3,6778.179814,6778.067372,10.0
1040.0,1.8,2330.3,6778.067372,6777.95493,10.0
1041.0,1.8,2330.3,6777.95493,6777.842489,10.0
1042.0,1.8,2330.3,6777.842489,6777.683472,10.0
1043.0,1.8,2330.3,6777.683472,6777.57103,10.0
1044.0,1.8,2330.3,6777.57103,6777.458192,10.0
1045.0,1.8,2330.3,6777.458192,6777.34575,10.0
1046.0,1.8,2330.3,6777.34575,6777.233308,10.0
1047.0,1.8,2330.3,6777.233308,6777.074291,10.0
1048.0,1.8,2330.3,6777.074291,6776.961849,10.0
1049.0,1.8,2330.3,6776.961849,6776.849407,10.0
1050.0,1.8,2330.3,6776.849407,6776.736965,10.0
1051.0,1.8,2330.3,6776.736965,6776.624523,10.0
1052.0,1.8,2330.3,6776.624523,6776.465506,10.0
1053.0,1.8,2330.3,6776.465506,6776.353064,10.0
1054.0,1.8,2330.3,6776.353064,6776.240622,10.0
1055.0,1.8,2330.3,6776.240622,6776.12818,10.0
1056.0,1.8,2330.3,6776.12818,6776.015739,10.0
1057.0,1.8,2330.3,6776.015739,6775.856721,10.0
1058.0,1.8,2330.3,6775.856721,6775.74428,10.0
1059.0,1.8,2330.3,6775.74428,6775.631838,10.0
1060.0,1.8,2330.3,6775.631838,6775.519396,10.0
1061.0,1.8,2330.3,6775.519396,6775.360379,10.0
1062.0,1.8,2330.3,6775.360379,6775.201361,10.0
1063.0,1.8,2330.3,6775.201361,6775.08892,10.0
1064.0,1.8,2330.3,6775.08892,6774.976478,10.0
1065.0,1.8,2330.3,6774.976478,6774.817461,10.0
1066.0,1.8,2330.3,6774.817461,6774.705019,10.0
1067.0,1.8,2330.3,6774.705019,6774.592577,10.0
1068.0,1.8,2330.3,6774.592577,6774.480135,10.0
1069.0,1.8,2330.3,6774.480135,6774.367693,10.0
1070.0,1.8,2330.3,6774.367693,6774.208676,10.0
1071.0,1.8,2330.3,6774.208676,6774.096234,10.0
1072.0,1.8,2330.3,6774.096234,6773.937217,10.0
1073.0,1.8,2330.3,6773.937217,6773.824775,10.0
1074.0,1.8,2330.3,6773.824775,6773.712333,10.0
1075.0,1.8,2330.3,6773.712333,6773.599892,10.0
